co-founder1,co-founder2,organization name,country,google_search_query_founder1,google_search_query_founder2,co-founder1 linkedin profile,co-founder2 linkedin profile,co-founder1 cv,co-founder2 cv
Michael Gorodisher,,ManagrAI,United States,site:linkedin.com/in Michael Gorodisher ManagrAI United States,,https://www.linkedin.com/in/michael-gorodisher,,,
Shail Barthwal,,Nexus Ocean AI,Australia,site:linkedin.com/in Shail Barthwal Nexus Ocean AI Australia,,,,,
Anastasiia Makeenok,Anton Selikhov,Watchout!AI,United States,site:linkedin.com/in Anastasiia Makeenok Watchout!AI United States,site:linkedin.com/in Anton Selikhov Watchout!AI United States,,,,
Jiale Tan,Majid Hasan,ByteGenie,Singapore,site:linkedin.com/in Jiale Tan ByteGenie Singapore,site:linkedin.com/in Majid Hasan ByteGenie Singapore,https://sg.linkedin.com/in/jialetan,,,
Erik Häggblom,Jon Adolfsson,Tribaldata,Spain,site:linkedin.com/in Erik Häggblom Tribaldata Spain,site:linkedin.com/in Jon Adolfsson Tribaldata Spain,,https://se.linkedin.com/in/jadolfsson,,
Mark Inger,,Pleep,Kazakhstan,site:linkedin.com/in Mark Inger Pleep Kazakhstan,,,,,
Graham Plaster,Kevin Wallace,AI Grants,United States,site:linkedin.com/in Graham Plaster AI Grants United States,site:linkedin.com/in Kevin Wallace AI Grants United States,https://www.linkedin.com/in/grahamplaster,,,
John Cumming,Pietro Gagliano,Transitional Forms,Canada,site:linkedin.com/in John Cumming Transitional Forms Canada,site:linkedin.com/in Pietro Gagliano Transitional Forms Canada,,https://ca.linkedin.com/in/pietrogagliano,,
Miroslav Marek,,EDIMA solutions,Czech Republic,site:linkedin.com/in Miroslav Marek EDIMA solutions Czech Republic,,,,,
Francis Kanneh,,Japio,United States,site:linkedin.com/in Francis Kanneh Japio United States,,https://www.linkedin.com/in/francis-kanneh-79085144,,,
Andrés González - Olaechea,Horacio Faudella,Azist,,site:linkedin.com/in Andrés González - Olaechea Azist nan,site:linkedin.com/in Horacio Faudella Azist nan,,,,
Andrew Lawson,Bill Ulammandakh,ProhostAI,United States,site:linkedin.com/in Andrew Lawson ProhostAI United States,site:linkedin.com/in Bill Ulammandakh ProhostAI United States,https://www.linkedin.com/in/aeriklawson,,,
Dr. M. Farid,,xMap,United States,site:linkedin.com/in Dr. M. Farid xMap United States,,https://my.linkedin.com/in/ts-noramin-hamdzam-452a0490,,,
Mohit Jain,,StirPot,India,site:linkedin.com/in Mohit Jain StirPot India,,,,,
Naren Manoharan,,Wolfia,United States,site:linkedin.com/in Naren Manoharan Wolfia United States,,https://www.linkedin.com/in/narenmanoharan,,,
Daniel Araujo dos Santos,Guilherme Blumer,CredAluga,Brazil,site:linkedin.com/in Daniel Araujo dos Santos CredAluga Brazil,site:linkedin.com/in Guilherme Blumer CredAluga Brazil,https://br.linkedin.com/in/soudaniel-santos,,,
Marco Neumayer,Michael Murg,Brickwise,Austria,site:linkedin.com/in Marco Neumayer Brickwise Austria,site:linkedin.com/in Michael Murg Brickwise Austria,https://at.linkedin.com/in/marco-neumayer,,,
Jean Pierre Fumagalli,Roland Schaber,VillaCircle,Germany,site:linkedin.com/in Jean Pierre Fumagalli VillaCircle Germany,site:linkedin.com/in Roland Schaber VillaCircle Germany,https://de.linkedin.com/in/jfumagalli,,,
Hubertus von Schierstaedt,Ludwig Busse,Simplifa,Germany,site:linkedin.com/in Hubertus von Schierstaedt Simplifa Germany,site:linkedin.com/in Ludwig Busse Simplifa Germany,https://de.linkedin.com/in/hubertus-v-schierstaedt-105a669b,,,
Hon. Grace Kiptui,James Kipkemei,My Shamba Digital,Kenya,site:linkedin.com/in Hon. Grace Kiptui My Shamba Digital Kenya,site:linkedin.com/in James Kipkemei My Shamba Digital Kenya,,,,
Başar Caniperk,,LoanLink24 Mortgage,Germany,site:linkedin.com/in Başar Caniperk LoanLink24 Mortgage Germany,,,,,
Gordon Hempton,Wes Hather,Spot,United States,site:linkedin.com/in Gordon Hempton Spot United States,site:linkedin.com/in Wes Hather Spot United States,https://www.linkedin.com/in/ghempton,,,
Albert Putra Purnama,Anthony Christian,Typedream,United States,site:linkedin.com/in Albert Putra Purnama Typedream United States,site:linkedin.com/in Anthony Christian Typedream United States,https://www.linkedin.com/in/albertputrapurnama,,,
Benoît Vrignon,,Pantheo,France,site:linkedin.com/in Benoît Vrignon Pantheo France,,https://fr.linkedin.com/in/benoit-vrignon,,,
Francisco Tolmasky,Ross Boucher,RunKit,United States,site:linkedin.com/in Francisco Tolmasky RunKit United States,site:linkedin.com/in Ross Boucher RunKit United States,https://www.linkedin.com/in/tolmasky,,,
David Turner,,Pathwise Robotics,United Kingdom,site:linkedin.com/in David Turner Pathwise Robotics United Kingdom,,,,,
Ben Adamsky,Kai Micah Mills,Konjure,United States,site:linkedin.com/in Ben Adamsky Konjure United States,site:linkedin.com/in Kai Micah Mills Konjure United States,https://www.linkedin.com/in/benadamsky,,,
Christopher Yeung,,Vimbly,United States,site:linkedin.com/in Christopher Yeung Vimbly United States,,,,,
Pablo Cavallo,,Webcentrix,Spain,site:linkedin.com/in Pablo Cavallo Webcentrix Spain,,https://ar.linkedin.com/in/pablocavallo,,,
Ferhat Albayrak,,Minoto,Turkey,site:linkedin.com/in Ferhat Albayrak Minoto Turkey,,https://tr.linkedin.com/in/ferhatalbayrak,,,
Nizar ABDALLAOUI MAANE,,KIFAL AUTO,Morocco,site:linkedin.com/in Nizar ABDALLAOUI MAANE KIFAL AUTO Morocco,,https://ae.linkedin.com/in/nizar-abdallaoui-maane/en,,,
Johan Frederik Schjødt,Jonas Bruun Nielsen,AutoUncle,Denmark,site:linkedin.com/in Johan Frederik Schjødt AutoUncle Denmark,site:linkedin.com/in Jonas Bruun Nielsen AutoUncle Denmark,https://dk.linkedin.com/in/johan-frederik-schj%C3%B8dt-58941624,,,
Afeez Lekan,Anyadike Caleb,Horezone,Nigeria,site:linkedin.com/in Afeez Lekan Horezone Nigeria,site:linkedin.com/in Anyadike Caleb Horezone Nigeria,https://ng.linkedin.com/in/adesanyaolalekan,,,
Ishan Gunawardane,Pubuditha Gunawardane,Nexca,United States,site:linkedin.com/in Ishan Gunawardane Nexca United States,site:linkedin.com/in Pubuditha Gunawardane Nexca United States,,,,
Ghazanfar Iqbal,Mohsin Amjad,AutoSahulat,Pakistan,site:linkedin.com/in Ghazanfar Iqbal AutoSahulat Pakistan,site:linkedin.com/in Mohsin Amjad AutoSahulat Pakistan,,,,
Pedro Pagès,,Tallerator,Spain,site:linkedin.com/in Pedro Pagès Tallerator Spain,,https://es.linkedin.com/in/miguelangelreysuarez,,,
Charles Edegbe,,Zidoff eCommerce,Nigeria,site:linkedin.com/in Charles Edegbe Zidoff eCommerce Nigeria,,https://ng.linkedin.com/in/cedegbe,,,
AA AA,Francisco Guevara,Partsium,United States,site:linkedin.com/in AA AA Partsium United States,site:linkedin.com/in Francisco Guevara Partsium United States,,,,
Michael Racco,,JustParts,Canada,site:linkedin.com/in Michael Racco JustParts Canada,,https://ca.linkedin.com/in/michaelracco,,,
Amari Ruff,Michelangelo Ho,Sudu,United States,site:linkedin.com/in Amari Ruff Sudu United States,site:linkedin.com/in Michelangelo Ho Sudu United States,https://www.linkedin.com/in/amari-ruff-4602b638,,,
Rodrigo Miranda,Tomás Drumond Scopel,Shipp,Brazil,site:linkedin.com/in Rodrigo Miranda Shipp Brazil,site:linkedin.com/in Tomás Drumond Scopel Shipp Brazil,https://br.linkedin.com/in/rodrigo-aguilera-88704b45,,,
Adepoju Philips,,Kiakia,Nigeria,site:linkedin.com/in Adepoju Philips Kiakia Nigeria,,https://ng.linkedin.com/in/ayomidejr,,,
Rachitta Juneja,,WHIDE,India,site:linkedin.com/in Rachitta Juneja WHIDE India,,https://in.linkedin.com/in/rachittakjuneja,,,
Sergey Makogon,,BoxHero Logistics Corp,United States,site:linkedin.com/in Sergey Makogon BoxHero Logistics Corp United States,,https://www.linkedin.com/in/meetsergey,,,
Christian Melgarejo,Julio Guimaraes,Loogistico.com,Paraguay,site:linkedin.com/in Christian Melgarejo Loogistico.com Paraguay,site:linkedin.com/in Julio Guimaraes Loogistico.com Paraguay,,https://py.linkedin.com/in/guimaraesjulio,,
Brook Osborne,Claire Shorall,Topknot,United States,site:linkedin.com/in Brook Osborne Topknot United States,site:linkedin.com/in Claire Shorall Topknot United States,https://www.linkedin.com/in/brookosborne,,,
Aditya Pandranki,Vilaas B V Rao,DOQFY,India,site:linkedin.com/in Aditya Pandranki DOQFY India,site:linkedin.com/in Vilaas B V Rao DOQFY India,https://in.linkedin.com/in/adityapandranki,,,
Florian Coppers,Kilian Reuß,Medical Magnesium,Germany,site:linkedin.com/in Florian Coppers Medical Magnesium Germany,site:linkedin.com/in Kilian Reuß Medical Magnesium Germany,https://de.linkedin.com/in/coppers,,,
Shipra Dawar,,ePsyClinic,India,site:linkedin.com/in Shipra Dawar ePsyClinic India,,https://in.linkedin.com/in/shipradawar,,,
Jonathan Ferrebeuf,,Upfeel,France,site:linkedin.com/in Jonathan Ferrebeuf Upfeel France,,https://fr.linkedin.com/in/jonathanferrebeuf,,,
Anastasia Kozina,Camilla Lindholm,Memocate,Finland,site:linkedin.com/in Anastasia Kozina Memocate Finland,site:linkedin.com/in Camilla Lindholm Memocate Finland,,https://fi.linkedin.com/in/camillaclindholm,,
Kyle Kyungmin Ko,,SPIRINK,South Korea,site:linkedin.com/in Kyle Kyungmin Ko SPIRINK South Korea,,,,,
Martin Pansy,Rene Berger,Instahelp,Austria,site:linkedin.com/in Martin Pansy Instahelp Austria,site:linkedin.com/in Rene Berger Instahelp Austria,https://at.linkedin.com/in/martin-pansy,,,
Hien Nguyen,,LapSpace,Israel,site:linkedin.com/in Hien Nguyen LapSpace Israel,,,,,
Richard Jaffe,,RealizeX,United States,site:linkedin.com/in Richard Jaffe RealizeX United States,,https://www.linkedin.com/in/richardnjaffe,,,
Alex Kouzemtchenko,Ben Lerner,Espresso AI,,site:linkedin.com/in Alex Kouzemtchenko Espresso AI nan,site:linkedin.com/in Ben Lerner Espresso AI nan,,,,
Beth Carey,John Ball,Pat,United States,site:linkedin.com/in Beth Carey Pat United States,site:linkedin.com/in John Ball Pat United States,https://www.linkedin.com/in/bethjcarey,,,
Erdinc Akkaya,,Iftrue,United States,site:linkedin.com/in Erdinc Akkaya Iftrue United States,,https://tr.linkedin.com/in/erdincakkaya,,,
Brian Atwood,Sri Sukhi,"Solecular, Inc.",United States,"site:linkedin.com/in Brian Atwood Solecular, Inc. United States","site:linkedin.com/in Sri Sukhi Solecular, Inc. United States",https://www.linkedin.com/in/brianmatwood,,,
Akin Arslan,,TIRPORT SMART CALL 24/7,Turkey,site:linkedin.com/in Akin Arslan TIRPORT SMART CALL 24/7 Turkey,,https://tr.linkedin.com/in/%C5%9Fahabettin-arslan-55a794210,,,
Abhi Nandan,,Wimoxez,India,site:linkedin.com/in Abhi Nandan Wimoxez India,,,,,
Antony Chang,,Vaiyo,Estonia,site:linkedin.com/in Antony Chang Vaiyo Estonia,,,,,
Alessio Mauro,Tamaghna Basu,neoEYED,United States,site:linkedin.com/in Alessio Mauro neoEYED United States,site:linkedin.com/in Tamaghna Basu neoEYED United States,https://it.linkedin.com/in/mauroalessio,,,
Filipe Magalhães,Francisco Pimentel,Avalia.ai,Brazil,site:linkedin.com/in Filipe Magalhães Avalia.ai Brazil,site:linkedin.com/in Francisco Pimentel Avalia.ai Brazil,https://www.linkedin.com/in/luciane-avila-1a98aba7,,,
Hunter Simmons,Paul Bohm,Teleport,,site:linkedin.com/in Hunter Simmons Teleport nan,site:linkedin.com/in Paul Bohm Teleport nan,,,,
Deema Succar Adada,Guillaume Lo Re,BiggerPicture,United States,site:linkedin.com/in Deema Succar Adada BiggerPicture United States,site:linkedin.com/in Guillaume Lo Re BiggerPicture United States,,https://ca.linkedin.com/in/guillaume-collard/en,,
Gonzalo Rios,,Aeros Network,United States,site:linkedin.com/in Gonzalo Rios Aeros Network United States,,https://www.linkedin.com/in/justintsucalas,,,
Augustine Anokye-Wusu,Lawrence Ansah-Addo,Market Click (Click Apps),Ghana,site:linkedin.com/in Augustine Anokye-Wusu Market Click (Click Apps) Ghana,site:linkedin.com/in Lawrence Ansah-Addo Market Click (Click Apps) Ghana,https://gh.linkedin.com/in/judith-adeti-aa5190134,,,
Vassili Echser,,handit,Switzerland,site:linkedin.com/in Vassili Echser handit Switzerland,,,,,
James Dickerson,,HitSend,,site:linkedin.com/in James Dickerson HitSend nan,,,,,
Christine Krzyzanowski,Shawn Gunn,PLLAY Labs,United States,site:linkedin.com/in Christine Krzyzanowski PLLAY Labs United States,site:linkedin.com/in Shawn Gunn PLLAY Labs United States,https://www.linkedin.com/in/ckrzyzanowski,,,
Andrei Georgescu,Dan Huh,Vivodyne,United States,site:linkedin.com/in Andrei Georgescu Vivodyne United States,site:linkedin.com/in Dan Huh Vivodyne United States,https://www.linkedin.com/in/andrei-georgescu-phd,,,
Casey Floyd,Nicholas Lord,NOCAP Sports,United States,site:linkedin.com/in Casey Floyd NOCAP Sports United States,site:linkedin.com/in Nicholas Lord NOCAP Sports United States,https://www.linkedin.com/in/caseyfloyd1,,,
Avik De,Gavin Kenneally,Ghost Robotics,United States,site:linkedin.com/in Avik De Ghost Robotics United States,site:linkedin.com/in Gavin Kenneally Ghost Robotics United States,https://www.linkedin.com/in/avikde,,,
Allison Kent-Smith,Scott Prindle,Giide,United States,site:linkedin.com/in Allison Kent-Smith Giide United States,site:linkedin.com/in Scott Prindle Giide United States,https://www.linkedin.com/in/allisonlkent,,,
Marguerite Adzick,,Addison Bay,United States,site:linkedin.com/in Marguerite Adzick Addison Bay United States,,https://www.linkedin.com/in/marguerite-adzick-b9992644,,,
Aarni Koskela,Eero Laaksonen,Valohai,Finland,site:linkedin.com/in Aarni Koskela Valohai Finland,site:linkedin.com/in Eero Laaksonen Valohai Finland,https://fi.linkedin.com/in/aarni,,,
JD Rocheteau,Jonathan Muschalle,QuoteMachine,Canada,site:linkedin.com/in JD Rocheteau QuoteMachine Canada,site:linkedin.com/in Jonathan Muschalle QuoteMachine Canada,https://ca.linkedin.com/in/jdrocheteau,,,
Joshua David,Srinivasa Sridharan,SETVI,United States,site:linkedin.com/in Joshua David SETVI United States,site:linkedin.com/in Srinivasa Sridharan SETVI United States,https://www.linkedin.com/in/jdavid1,,,
Carl Morris,,Cress,United Kingdom,site:linkedin.com/in Carl Morris Cress United Kingdom,,https://uk.linkedin.com/in/carlmorrisuk,,,
Omar Najid,Roberto Medina Ruiz de Alarcon,Docline,Spain,site:linkedin.com/in Omar Najid Docline Spain,site:linkedin.com/in Roberto Medina Ruiz de Alarcon Docline Spain,https://es.linkedin.com/in/omar-najid,,,
Derek Appia,Obed Eugene,Convolytics,United States,site:linkedin.com/in Derek Appia Convolytics United States,site:linkedin.com/in Obed Eugene Convolytics United States,,,,
Joaquim Tresserra,Pol Hevia,Spathios,Spain,site:linkedin.com/in Joaquim Tresserra Spathios Spain,site:linkedin.com/in Pol Hevia Spathios Spain,https://es.linkedin.com/in/joaquim-tresserra-figueras,,,
Oliver Siah,Rachel Teo,Fraxtor,Singapore,site:linkedin.com/in Oliver Siah Fraxtor Singapore,site:linkedin.com/in Rachel Teo Fraxtor Singapore,https://sg.linkedin.com/in/oliversiah,,,
Andrew Dewez,Sam Prince,Zapid Hire,Australia,site:linkedin.com/in Andrew Dewez Zapid Hire Australia,site:linkedin.com/in Sam Prince Zapid Hire Australia,,https://au.linkedin.com/in/dr-sam-prince-53228431,,
Christopher Sammons,,Hitched,United States,site:linkedin.com/in Christopher Sammons Hitched United States,,https://www.linkedin.com/in/chrissammons,,,
Rodrigo Zerlotti,,Plooral,Brazil,site:linkedin.com/in Rodrigo Zerlotti Plooral Brazil,,https://br.linkedin.com/in/rodrigozerlotti/pt,,,
Chimi Chiang,Hua Ma,Daione,Taiwan,site:linkedin.com/in Chimi Chiang Daione Taiwan,site:linkedin.com/in Hua Ma Daione Taiwan,,https://tw.linkedin.com/in/hua-alex-ma-650555170,,
James Brodovsky,,Tergeo Technologies,United States,site:linkedin.com/in James Brodovsky Tergeo Technologies United States,,,,,
Lucas Prim,,Zygo,Brazil,site:linkedin.com/in Lucas Prim Zygo Brazil,,,,,
Sehrish Raza,,BizB,Pakistan,site:linkedin.com/in Sehrish Raza BizB Pakistan,,https://pk.linkedin.com/in/sehrish-raza-bizb,,,
Akhil Suhag,,ShoprTV,India,site:linkedin.com/in Akhil Suhag ShoprTV India,,,,,
Elyse Nickell,Joshua Nickell,Sankalpa,United States,site:linkedin.com/in Elyse Nickell Sankalpa United States,site:linkedin.com/in Joshua Nickell Sankalpa United States,,,,
Jesper hvejsel,Mikkel Harken Salling,Firtal Group,Denmark,site:linkedin.com/in Jesper hvejsel Firtal Group Denmark,site:linkedin.com/in Mikkel Harken Salling Firtal Group Denmark,https://dk.linkedin.com/in/nikolai-s-dirks,,,
Michaela Plaka,,Cordella,Greece,site:linkedin.com/in Michaela Plaka Cordella Greece,,https://gr.linkedin.com/in/michaelaplaka,,,
Tal Lazar,Yotam Lazar,Quonder,Israel,site:linkedin.com/in Tal Lazar Quonder Israel,site:linkedin.com/in Yotam Lazar Quonder Israel,https://www.linkedin.com/in/talazar,,,
Mikołaj Matuszewski,,Ventura,,site:linkedin.com/in Mikołaj Matuszewski Ventura nan,,,,,
Nidhisha Varshney,,fitmeln,India,site:linkedin.com/in Nidhisha Varshney fitmeln India,,,,,
Silas Adedoyin,,Catlog,United States,site:linkedin.com/in Silas Adedoyin Catlog United States,,https://ng.linkedin.com/in/silasadedoyin,,,
Dan Dingman,Nico Gimenez,Commit Swimming,United States,site:linkedin.com/in Dan Dingman Commit Swimming United States,site:linkedin.com/in Nico Gimenez Commit Swimming United States,https://www.linkedin.com/in/danieldingman,,,
Oran Goldstein,Raz Goldstain,FamilyBiz,Israel,site:linkedin.com/in Oran Goldstein FamilyBiz Israel,site:linkedin.com/in Raz Goldstain FamilyBiz Israel,https://il.linkedin.com/in/orang,,,
Cheyenne Ehrlich,Jim Young,Perceptual Networks,United States,site:linkedin.com/in Cheyenne Ehrlich Perceptual Networks United States,site:linkedin.com/in Jim Young Perceptual Networks United States,https://www.linkedin.com/in/jessespringer,,,
Priya Prakash,Vinod Kumar,Naturally Yours,India,site:linkedin.com/in Priya Prakash Naturally Yours India,site:linkedin.com/in Vinod Kumar Naturally Yours India,https://in.linkedin.com/in/priyaprakash1,,,
Jamie Jermain,Jovan Pavlicevic,SquareOne,New Zealand,site:linkedin.com/in Jamie Jermain SquareOne New Zealand,site:linkedin.com/in Jovan Pavlicevic SquareOne New Zealand,https://nz.linkedin.com/in/jamiejermain,,,
Ian Buzer,,Preloved,United Kingdom,site:linkedin.com/in Ian Buzer Preloved United Kingdom,,https://uk.linkedin.com/in/josh-gooday-b913418a,,,
Coby Neuenschwander,,readeo,United States,site:linkedin.com/in Coby Neuenschwander readeo United States,,https://www.linkedin.com/in/coby-neuenschwander-563a053,,,
Punnamas Vichitkulwongsa,,NEO Money,Thailand,site:linkedin.com/in Punnamas Vichitkulwongsa NEO Money Thailand,,,,,
Andreas Karampatzakis,Zhiyong Liu,JustRunLah!,Singapore,site:linkedin.com/in Andreas Karampatzakis JustRunLah! Singapore,site:linkedin.com/in Zhiyong Liu JustRunLah! Singapore,https://sg.linkedin.com/in/andreas-karampatzakis,,,
Ariel Manduca,Tomás Malio,Eventdoo,Argentina,site:linkedin.com/in Ariel Manduca Eventdoo Argentina,site:linkedin.com/in Tomás Malio Eventdoo Argentina,,https://ar.linkedin.com/in/alejandrostorni,,
Dionas Sotiriou,Gabriel Moukhbat,Maison Flâneur,United Kingdom,site:linkedin.com/in Dionas Sotiriou Maison Flâneur United Kingdom,site:linkedin.com/in Gabriel Moukhbat Maison Flâneur United Kingdom,https://uk.linkedin.com/in/dionas-sotiriou-8bb0694a,,,
Matthew Wampler,Osayanmo Osarenkhoe,ClearCOGS,United States,site:linkedin.com/in Matthew Wampler ClearCOGS United States,site:linkedin.com/in Osayanmo Osarenkhoe ClearCOGS United States,https://www.linkedin.com/in/matthewjwampler,,,
Anil Sevim,Brendan Weitz,Journey,United States,site:linkedin.com/in Anil Sevim Journey United States,site:linkedin.com/in Brendan Weitz Journey United States,https://www.linkedin.com/in/anilsevim,,,
Amanda Ye,Gene Chang,HOMEE AI,Taiwan,site:linkedin.com/in Amanda Ye HOMEE AI Taiwan,site:linkedin.com/in Gene Chang HOMEE AI Taiwan,https://tw.linkedin.com/in/amandaye,,,
Jonathan Wills,Rahul Rajan,Uplift Labs,United States,site:linkedin.com/in Jonathan Wills Uplift Labs United States,site:linkedin.com/in Rahul Rajan Uplift Labs United States,https://www.linkedin.com/in/jonathandavidwills,,,
Dominique Diana Davis Wilson,,Pagescreen,United States,site:linkedin.com/in Dominique Diana Davis Wilson Pagescreen United States,,,,,
Adam Honig,Andy Levi,Spiro.AI,United States,site:linkedin.com/in Adam Honig Spiro.AI United States,site:linkedin.com/in Andy Levi Spiro.AI United States,,https://www.linkedin.com/in/bobby-whitt-b4886a1,,
Anirudh Syal,Chirag Mittal,Gigforce,India,site:linkedin.com/in Anirudh Syal Gigforce India,site:linkedin.com/in Chirag Mittal Gigforce India,https://in.linkedin.com/in/anirudhsyal,,,
Ashish Joshi,Nithya Sudhir,Artium Academy,India,site:linkedin.com/in Ashish Joshi Artium Academy India,site:linkedin.com/in Nithya Sudhir Artium Academy India,https://in.linkedin.com/in/ashish-joshi-a4461318,,,
